dates,incrementalcount_vaccine_covid_19_administered
2021-03-03,239511
2021-03-04,521402
2021-03-05,291110
2021-03-06,282019
2021-03-07,71614
2021-03-08,13979
2021-03-09,24883
2021-03-10,353780
2021-03-11,225804
2021-03-18,91429
2021-03-19,276506
2021-03-20,120554
2021-03-21,56077
2021-03-30,58758
2021-03-31,190464
2021-04-01,268723
2021-04-02,137000
2021-04-03,259564
2021-04-04,81951
2021-04-05,94532
2021-04-06,259612
2021-04-07,572846
2021-04-08,306702
2021-04-09,274377
2021-04-10,348518
2021-04-11,130944
2021-04-12,161202
2021-04-13,314338
2021-04-14,383921
2021-04-15,196297
2021-04-16,305518
2021-04-17,231186
2021-04-18,466348
2021-04-19,70168
2021-04-20,330523
2021-04-21,253425
2021-04-22,397046
2021-04-23,317513
2021-04-24,544672
2021-04-25,72209
2021-04-26,162609
2021-04-27,241748
2021-04-28,486707
2021-04-29,480090
2021-04-30,310531
2021-05-01,100007
2021-05-02,136344
2021-05-03,39811
2021-05-04,57889
2021-05-05,551704
2021-05-06,457566
2021-05-07,119034
2021-05-08,300327
2021-05-11,58251
2021-05-12,731563
2021-05-13,206986
2021-05-14,509114
2021-05-15,566156
2021-05-16,112133
2021-05-17,117201
2021-05-18,431692
2021-05-19,343675
2021-05-20,304057
2021-05-21,301098
2021-05-22,951663
2021-05-23,52790
2021-05-24,329814
2021-05-25,224473
2021-05-26,585062
2021-05-27,128097
2021-05-28,372938
2021-05-29,252188
2021-05-30,84470
2021-05-31,52085
2021-06-01,823554
2021-06-02,467779
2021-06-03,208560
2021-06-04,500130
2021-06-05,104884
2021-06-06,101506
2021-06-07,342122
2021-06-08,245616
2021-06-09,309931
2021-06-10,347426
2021-06-11,313998
2021-06-12,467070
2021-06-13,96983
2021-06-14,34510
2021-06-15,41452
2021-06-16,312943
2021-06-17,702988
2021-06-18,414361
2021-06-19,431452
2021-06-20,132402
2021-06-21,336540
2021-06-22,745321
2021-06-23,60972
2021-06-24,926136
2021-06-25,632812
2021-06-26,495128
2021-06-27,341951
2021-06-28,333214
2021-06-29,555047
2021-06-30,699519
2021-07-01,847411
2021-07-02,946439
2021-07-03,628273
2021-07-04,380522
2021-07-05,202703
2021-07-06,1284609
2021-07-07,743238
2021-07-08,509792
2021-07-09,1055312
2021-07-10,708725
2021-07-11,237260
2021-07-12,236924
2021-07-13,884604
2021-07-14,1063937
2021-07-15,625945
2021-07-16,1945651
2021-07-17,141998
2021-07-18,311601
2021-07-19,142026
2021-07-20,1840490
2021-07-21,512828
2021-07-22,551544
2021-07-23,1289226
2021-07-24,194545
2021-07-25,180276
2021-07-26,236629
2021-07-27,897489
2021-07-28,594270
2021-07-29,864077
2021-07-30,910257
2021-07-31,905533
2021-08-01,323531
2021-08-02,143839
2021-08-03,736574
2021-08-04,1170534
2021-08-05,336314
2021-08-06,480152
2021-08-07,793151
2021-08-08,359353
2021-08-09,123642
2021-08-10,971310
2021-08-11,669616
2021-08-12,633704
2021-08-13,2389472
2021-08-14,1862380
2021-08-15,268500
2021-08-16,345541
2021-08-17,490963
2021-08-18,425209
2021-08-19,617438
2021-08-20,634586
2021-08-21,780181
2021-08-22,343811
2021-08-23,155531
2021-08-24,619901
2021-08-25,476042
2021-08-26,378016
2021-08-27,698889
2021-08-28,363104
2021-08-29,215460
2021-08-30,303206
2021-08-31,232498
2021-09-01,981493
2021-09-02,383387
2021-09-03,710398
2021-09-04,230945
2021-09-05,253149
2021-09-06,114210
2021-09-07,715805
2021-09-08,184925
2021-09-09,488570
2021-09-10,608384
2021-09-11,201561
2021-09-12,165092
2021-09-13,694877
2021-09-14,96171
2021-09-15,490736
2021-09-16,392025
2021-09-17,311372
2021-09-20,164006
2021-09-21,237978
2021-09-22,429315
2021-09-25,176373
2021-09-26,96374
2021-09-27,326788
2021-09-28,76800
2021-09-29,310981
2021-09-30,282724
2021-10-01,368577
2021-10-02,348787
2021-10-03,135498
2021-10-04,91922
2021-10-05,254243
2021-10-06,695247
2021-10-07,1695770
2021-10-08,226767
2021-10-09,174230
2021-10-10,202225
2021-10-11,179503
2021-10-12,119385
2021-10-13,365653
2021-10-14,189240
2021-10-15,540022
2021-10-21,60893
2021-10-22,587005
2021-10-23,735981
2021-10-29,786899
2021-10-30,846799
2021-10-31,402007
2021-11-01,312413
2021-11-02,804141
2021-11-03,938224
2021-11-04,1966223
2021-11-08,172886
2021-11-09,1001399
2021-11-10,534345
2021-11-11,956687
2021-11-12,800054
2021-11-13,881678
2021-11-14,820302
2021-11-15,555587
2021-11-16,811400
2021-11-17,1252450
2021-11-18,726364
2021-11-19,725840
2021-11-20,1680955
2021-11-23,387701
2021-11-24,1051031
2021-11-25,1006765
2021-11-26,1347860
2021-11-27,689165
2021-11-28,505701
2021-11-29,300523
2021-11-30,922720
2021-12-01,727501
2021-12-02,900667
2021-12-03,543523
2021-12-04,1275794
2021-12-05,368838
2021-12-06,185226
2021-12-07,799788
2021-12-08,907955
2021-12-09,639554
2021-12-10,351836
2021-12-11,1635778
2021-12-12,699339
2021-12-13,233301
2021-12-14,880426
2021-12-15,351037
2021-12-16,112263
2021-12-17,1086791
2021-12-18,1040659
2021-12-19,603371
2021-12-20,95643
2021-12-21,1763924
2021-12-22,179623
2021-12-23,539672
2021-12-24,301397
2021-12-25,651002
2021-12-28,550042
2021-12-29,1745024
2022-01-01,360176
2022-01-07,390343
2022-01-08,37351
2022-01-09,201226
2022-01-10,174463
2022-01-11,747958
2022-01-12,486110
2022-01-13,821160
2022-01-14,20807
2022-01-15,125437
2022-01-16,213645
2022-01-17,116573
2022-01-18,695366
2022-01-22,700217
2022-01-23,36218
2022-01-24,535560
2022-01-25,34707
2022-01-26,415633
2022-01-29,244523
2022-01-30,421691
2022-01-31,290043
2022-02-01,349649
2022-02-02,169273
2022-02-03,161060
2022-02-04,324548
2022-02-05,268763
2022-02-06,95925
2022-02-07,34322
2022-02-08,661816
2022-02-09,318961
2022-02-10,292763
2022-02-11,360617
2022-02-12,245443
2022-02-13,190484
2022-02-14,275237
2022-02-15,288843
2022-02-16,799444
2022-02-17,1605783
2022-03-04,36211
2022-03-05,238717
2022-03-06,47991
2022-03-07,3119
2022-03-10,129695
2022-03-11,47989
2022-03-12,3165
2022-03-15,69442
2022-03-16,34493
2022-03-17,6645
2022-03-18,1254
2022-03-19,3129
2022-03-20,207442
2022-03-21,194571
2022-03-22,196470
2022-03-23,257346
2022-03-24,337551
2022-03-25,26967
