dates,count_medicalconditionincident_covid_19_patientinicu
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,2
2020-03-12,3
2020-03-13,4
2020-03-14,3
2020-03-15,2
2020-03-16,10
2020-03-17,18
2020-03-18,24
2020-03-19,30
2020-03-20,37
2020-03-21,42
2020-03-22,46
2020-03-23,55
2020-03-24,69
2020-03-25,87
2020-03-26,94
2020-03-27,109
2020-03-28,121
2020-03-29,131
2020-03-30,137
2020-03-31,145
2020-04-01,146
2020-04-02,153
2020-04-03,143
2020-04-04,142
2020-04-05,144
2020-04-06,139
2020-04-07,127
2020-04-08,127
2020-04-09,120
2020-04-10,113
2020-04-11,106
2020-04-12,104
2020-04-13,100
2020-04-14,93
2020-04-15,89
2020-04-16,92
2020-04-17,93
2020-04-18,87
2020-04-19,84
2020-04-20,84
2020-04-21,81
2020-04-22,80
2020-04-23,74
2020-04-24,69
2020-04-25,70
2020-04-26,70
2020-04-27,72
2020-04-28,66
2020-04-29,66
2020-04-30,62
2020-05-01,61
2020-05-02,60
2020-05-03,62
2020-05-04,57
2020-05-05,49
2020-05-06,46
2020-05-07,43
2020-05-08,42
2020-05-09,39
2020-05-10,40
2020-05-11,43
2020-05-12,43
2020-05-13,37
2020-05-14,35
2020-05-15,32
2020-05-16,28
2020-05-17,27
2020-05-18,26
2020-05-19,25
2020-05-20,25
2020-05-21,25
2020-05-22,23
2020-05-23,19
2020-05-24,21
2020-05-25,20
2020-05-26,23
2020-05-27,22
2020-05-28,20
2020-05-29,18
2020-05-30,20
2020-05-31,20
2020-06-01,20
2020-06-02,21
2020-06-03,20
2020-06-04,17
2020-06-05,17
2020-06-06,15
2020-06-07,15
2020-06-08,16
2020-06-09,15
2020-06-10,17
2020-06-11,14
2020-06-12,14
2020-06-13,11
2020-06-14,11
2020-06-15,10
2020-06-16,9
2020-06-17,6
2020-06-18,6
2020-06-19,6
2020-06-20,6
2020-06-21,6
2020-06-22,7
2020-06-23,8
2020-06-24,8
2020-06-25,9
2020-06-26,11
2020-06-27,11
2020-06-28,11
2020-06-29,9
2020-06-30,10
2020-07-01,11
2020-07-02,9
2020-07-03,6
2020-07-04,6
2020-07-05,6
2020-07-06,7
2020-07-07,5
2020-07-08,5
2020-07-09,5
2020-07-10,4
2020-07-11,4
2020-07-12,4
2020-07-13,6
2020-07-14,6
2020-07-15,6
2020-07-16,5
2020-07-17,5
2020-07-18,5
2020-07-19,5
2020-07-20,3
2020-07-21,4
2020-07-22,4
2020-07-23,3
2020-07-24,3
2020-07-25,3
2020-07-26,3
2020-07-27,3
2020-07-28,3
2020-07-29,3
2020-07-30,3
2020-07-31,3
2020-08-01,3
2020-08-02,3
2020-08-03,2
2020-08-04,3
2020-08-05,2
2020-08-06,2
2020-08-07,2
2020-08-08,2
2020-08-09,2
2020-08-10,2
2020-08-11,2
2020-08-12,1
2020-08-13,1
2020-08-14,1
2020-08-15,1
2020-08-16,1
2020-08-17,1
2020-08-18,1
2020-08-19,1
2020-08-20,1
2020-08-21,1
2020-08-22,1
2020-08-23,1
2020-08-24,3
2020-08-25,3
2020-08-26,3
2020-08-27,2
2020-08-28,2
2020-08-29,4
2020-08-30,4
2020-08-31,4
2020-09-01,4
2020-09-02,4
2020-09-03,3
2020-09-04,3
2020-09-05,3
2020-09-06,4
2020-09-07,3
2020-09-08,3
2020-09-09,5
2020-09-10,5
2020-09-11,7
2020-09-12,4
2020-09-13,4
2020-09-14,4
2020-09-15,3
2020-09-16,3
2020-09-17,3
2020-09-18,3
2020-09-19,4
2020-09-20,9
2020-09-21,12
2020-09-22,14
2020-09-23,15
2020-09-24,14
2020-09-25,16
2020-09-26,17
2020-09-27,17
2020-09-28,17
2020-09-29,15
2020-09-30,15
2020-10-01,13
2020-10-02,17
2020-10-03,17
2020-10-04,18
2020-10-05,17
2020-10-06,15
2020-10-07,15
2020-10-08,17
2020-10-09,18
2020-10-10,20
2020-10-11,19
2020-10-12,19
2020-10-13,19
2020-10-14,17
2020-10-15,17
2020-10-16,16
2020-10-17,16
2020-10-18,17
2020-10-19,18
2020-10-20,15
2020-10-21,16
2020-10-22,17
2020-10-23,18
2020-10-24,17
2020-10-25,18
2020-10-26,17
2020-10-27,19
2020-10-28,18
2020-10-29,17
2020-10-30,17
2020-10-31,19
2020-11-01,19
2020-11-02,23
2020-11-03,22
2020-11-04,24
2020-11-05,24
2020-11-06,23
2020-11-07,29
2020-11-08,30
2020-11-09,33
2020-11-10,33
2020-11-11,40
2020-11-12,43
2020-11-13,40
2020-11-14,41
2020-11-15,45
2020-11-16,44
2020-11-17,41
2020-11-18,43
2020-11-19,41
2020-11-20,39
2020-11-21,40
2020-11-22,39
2020-11-23,41
2020-11-24,40
2020-11-25,42
2020-11-26,42
2020-11-27,46
2020-11-28,42
2020-11-29,43
2020-11-30,44
2020-12-01,38
2020-12-02,36
2020-12-03,38
2020-12-04,40
2020-12-05,39
2020-12-06,42
2020-12-07,43
2020-12-08,42
2020-12-09,39
2020-12-10,40
2020-12-11,48
2020-12-12,54
2020-12-13,58
2020-12-14,61
2020-12-15,68
2020-12-16,68
2020-12-17,76
2020-12-18,79
2020-12-19,86
2020-12-20,87
2020-12-21,87
2020-12-22,83
2020-12-23,91
2020-12-24,97
2020-12-25,98
2020-12-26,96
2020-12-27,102
2020-12-28,113
2020-12-29,128
2020-12-30,136
2020-12-31,132
2021-01-01,129
2021-01-02,136
2021-01-03,136
2021-01-04,140
2021-01-05,141
2021-01-06,137
2021-01-07,134
2021-01-08,138
2021-01-09,132
2021-01-10,138
2021-01-11,138
2021-01-12,135
2021-01-13,137
2021-01-14,128
2021-01-15,129
2021-01-16,137
2021-01-17,131
2021-01-18,132
2021-01-19,132
2021-01-20,132
2021-01-21,136
2021-01-22,130
2021-01-23,125
2021-01-24,124
2021-01-25,123
2021-01-26,119
2021-01-27,112
2021-01-28,113
2021-01-29,103
2021-01-30,102
2021-01-31,98
2021-02-01,94
2021-02-02,93
2021-02-03,91
2021-02-04,86
2021-02-05,82
2021-02-06,78
2021-02-07,76
2021-02-08,73
2021-02-09,74
2021-02-10,74
2021-02-11,69
2021-02-12,68
2021-02-13,64
2021-02-14,65
2021-02-15,68
2021-02-16,63
2021-02-17,57
2021-02-18,57
2021-02-19,51
2021-02-20,51
2021-02-21,53
2021-02-22,51
2021-02-23,48
2021-02-24,47
2021-02-25,45
2021-02-26,43
2021-02-27,44
2021-02-28,41
2021-03-01,44
2021-03-02,39
2021-03-03,34
2021-03-04,30
2021-03-05,31
2021-03-06,33
2021-03-07,37
2021-03-08,38
2021-03-09,38
2021-03-10,43
2021-03-11,44
2021-03-12,38
2021-03-13,39
2021-03-14,39
2021-03-15,40
2021-03-16,43
2021-03-17,41
2021-03-18,38
2021-03-19,38
2021-03-20,40
2021-03-21,40
2021-03-22,42
2021-03-23,46
2021-03-24,46
2021-03-25,44
2021-03-26,40
2021-03-27,41
2021-03-28,43
2021-03-29,41
2021-03-30,41
2021-03-31,43
2021-04-01,39
2021-04-02,41
2021-04-03,39
2021-04-04,39
2021-04-05,40
2021-04-06,38
2021-04-07,34
2021-04-08,37
2021-04-09,37
2021-04-10,38
2021-04-11,38
2021-04-12,40
2021-04-13,39
2021-04-14,41
2021-04-15,37
2021-04-16,36
2021-04-17,40
2021-04-18,35
2021-04-19,36
2021-04-20,38
2021-04-21,41
2021-04-22,44
