dates,covid19mobilitytrend_localbusiness
2020-02-15,-2
2020-02-16,-7
2020-02-17,-3
2020-02-18,1
2020-02-19,0
2020-02-20,1
2020-02-21,1
2020-02-22,-6
2020-02-23,1
2020-02-24,-2
2020-02-25,-3
2020-02-26,-2
2020-02-27,2
2020-02-28,17
2020-02-29,10
2020-03-01,21
2020-03-02,11
2020-03-03,10
2020-03-04,9
2020-03-05,10
2020-03-06,7
2020-03-07,10
2020-03-08,11
2020-03-09,5
2020-03-10,3
2020-03-11,5
2020-03-12,-11
2020-03-13,-28
2020-03-14,-31
2020-03-15,-33
2020-03-16,-24
2020-03-17,-25
2020-03-18,-41
2020-03-19,-39
2020-03-20,-44
2020-03-21,-48
2020-03-22,-38
2020-03-23,-36
2020-03-24,-36
2020-03-25,-37
2020-03-26,-36
2020-03-27,-39
2020-03-28,-43
2020-03-29,-37
2020-03-30,-33
2020-03-31,-23
2020-04-01,-32
2020-04-02,-34
2020-04-03,-35
2020-04-04,-38
2020-04-05,-22
2020-04-06,-15
2020-04-07,-13
2020-04-08,-9
2020-04-09,-40
2020-04-10,-60
2020-04-11,-31
2020-04-12,-36
2020-04-13,-56
2020-04-14,-15
2020-04-15,-23
2020-04-16,-23
2020-04-17,-26
2020-04-18,-33
2020-04-19,-21
2020-04-20,-14
2020-04-21,-15
2020-04-22,-18
2020-04-23,-18
2020-04-24,-25
2020-04-25,-29
2020-04-26,-22
2020-04-27,-20
2020-04-28,-20
2020-04-29,-26
2020-04-30,-28
2020-05-01,-29
2020-05-02,-34
2020-05-03,-20
2020-05-04,-21
2020-05-05,-22
2020-05-06,-22
2020-05-07,-12
2020-05-08,-56
2020-05-09,-22
2020-05-10,-17
2020-05-11,-16
2020-05-12,-21
2020-05-13,-20
2020-05-14,-19
2020-05-15,-25
2020-05-16,-30
2020-05-17,-22
2020-05-18,-13
2020-05-19,-9
2020-05-20,6
2020-05-21,-38
2020-05-22,-7
2020-05-23,-17
2020-05-24,-15
2020-05-25,-5
2020-05-26,-4
2020-05-27,-6
2020-05-28,-2
2020-05-29,2
2020-05-30,-3
2020-05-31,-20
2020-06-01,-31
2020-06-02,15
2020-06-03,5
2020-06-04,10
2020-06-05,-37
2020-06-06,-1
2020-06-07,0
2020-06-08,5
2020-06-09,4
2020-06-10,2
2020-06-11,4
2020-06-12,-1
2020-06-13,-6
2020-06-14,7
2020-06-15,11
2020-06-16,11
