dates,covid19mobilitytrend_localbusiness
2020-02-15,2
2020-02-16,3
2020-02-17,1
2020-02-18,0
2020-02-19,0
2020-02-20,-1
2020-02-21,-3
2020-02-22,0
2020-02-23,-1
2020-02-24,-1
2020-02-25,-1
2020-02-26,-3
2020-02-27,-1
2020-02-28,6
2020-02-29,13
2020-03-01,11
2020-03-02,5
2020-03-03,4
2020-03-04,1
2020-03-05,-1
2020-03-06,1
2020-03-07,7
2020-03-08,5
2020-03-09,-3
2020-03-10,-3
2020-03-11,-8
2020-03-12,-7
2020-03-13,-3
2020-03-14,1
2020-03-15,-10
2020-03-16,-20
2020-03-17,-31
2020-03-18,-38
2020-03-19,-51
2020-03-20,-54
2020-03-21,-63
2020-03-22,-72
2020-03-23,-62
2020-03-24,-64
2020-03-25,-64
2020-03-26,-61
2020-03-27,-67
2020-03-28,-68
2020-03-29,-73
2020-03-30,-63
2020-03-31,-61
2020-04-01,-62
2020-04-02,-64
2020-04-03,-63
2020-04-04,-65
2020-04-05,-69
2020-04-06,-61
2020-04-07,-62
2020-04-08,-63
2020-04-09,-60
2020-04-10,-82
2020-04-11,-75
2020-04-12,-76
2020-04-13,-61
2020-04-14,-62
2020-04-15,-62
2020-04-16,-63
2020-04-17,-62
2020-04-18,-64
2020-04-19,-70
2020-04-20,-61
2020-04-21,-61
2020-04-22,-61
2020-04-23,-63
2020-04-24,-63
2020-04-25,-63
2020-04-26,-68
2020-04-27,-60
2020-04-28,-60
2020-04-29,-59
2020-04-30,-52
2020-05-01,-82
2020-05-02,-56
2020-05-03,-64
2020-05-04,-53
2020-05-05,-53
2020-05-06,-56
2020-05-07,-56
2020-05-08,-56
2020-05-09,-58
2020-05-10,-66
2020-05-11,-61
2020-05-12,-60
2020-05-13,-60
2020-05-14,-60
2020-05-15,-59
2020-05-16,-68
2020-05-17,-73
2020-05-18,-65
2020-05-19,-65
2020-05-20,-63
2020-05-21,-78
2020-05-22,-64
2020-05-23,-66
2020-05-24,-71
2020-05-25,-61
2020-05-26,-63
2020-05-27,-64
2020-05-28,-64
2020-05-29,-63
2020-05-30,-62
2020-05-31,-67
2020-06-01,-60
2020-06-02,-61
2020-06-03,-63
2020-06-04,-62
2020-06-05,-61
2020-06-06,-63
2020-06-07,-68
2020-06-08,-61
2020-06-09,-62
2020-06-10,-62
2020-06-11,-64
2020-06-12,-64
2020-06-13,-64
2020-06-14,-69
2020-06-15,-63
2020-06-16,-62
2020-06-17,-66
2020-06-18,-65
2020-06-19,-63
2020-06-20,-65
2020-06-21,-71
2020-06-22,-67
2020-06-23,-66
2020-06-24,-67
2020-06-25,-65
2020-06-26,-65
2020-06-27,-65
2020-06-28,-72
2020-06-29,-81
2020-06-30,-61
2020-07-01,-63
2020-07-02,-63
2020-07-03,-62
2020-07-04,-68
2020-07-05,-67
2020-07-06,-60
2020-07-07,-61
2020-07-08,-63
2020-07-09,-64
2020-07-10,-63
2020-07-11,-64
2020-07-12,-69
2020-07-13,-61
2020-07-14,-60
2020-07-15,-60
2020-07-16,-75
2020-07-17,-63
2020-07-18,-65
2020-07-19,-70
2020-07-20,-60
2020-07-21,-64
2020-07-22,-61
2020-07-23,-62
2020-07-24,-61
2020-07-25,-63
2020-07-26,-68
2020-07-27,-60
2020-07-28,-58
2020-07-29,-57
2020-07-30,-60
2020-07-31,-58
2020-08-01,-60
2020-08-02,-63
2020-08-03,-56
2020-08-04,-56
2020-08-05,-58
2020-08-06,-58
2020-08-07,-56
2020-08-08,-57
2020-08-09,-63
2020-08-10,-52
2020-08-11,-52
2020-08-12,-52
2020-08-13,-51
2020-08-14,-49
2020-08-15,-55
2020-08-16,-57
2020-08-17,-47
2020-08-18,-49
2020-08-19,-49
2020-08-20,-49
2020-08-21,-49
2020-08-22,-56
2020-08-23,-63
2020-08-24,-48
2020-08-25,-50
2020-08-26,-49
2020-08-27,-48
2020-08-28,-47
2020-08-29,-55
2020-08-30,-59
2020-08-31,-44
2020-09-01,-45
2020-09-02,-46
2020-09-03,-47
2020-09-04,-46
2020-09-05,-51
2020-09-06,-57
2020-09-07,-42
2020-09-08,-45
2020-09-09,-44
2020-09-10,-45
2020-09-11,-45
2020-09-12,-51
2020-09-13,-56
2020-09-14,-38
2020-09-15,-38
2020-09-16,-38
2020-09-17,-41
2020-09-18,-84
2020-09-19,-83
2020-09-20,-68
2020-09-21,-44
2020-09-22,-45
2020-09-23,-48
2020-09-24,-48
2020-09-25,-48
2020-09-26,-56
2020-09-27,-61
2020-09-28,-44
2020-09-29,-46
2020-09-30,-44
2020-10-01,-44
2020-10-02,-41
2020-10-03,-54
2020-10-04,-59
