dates,covid19mobilitytrend_residence
2020-02-15,0
2020-02-16,0
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,1
2020-02-21,2
2020-02-22,0
2020-02-23,1
2020-02-24,2
2020-02-25,1
2020-02-26,2
2020-02-27,2
2020-02-28,1
2020-02-29,0
2020-03-01,2
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,3
2020-03-08,5
2020-03-09,0
2020-03-10,-2
2020-03-11,0
2020-03-12,-1
2020-03-13,-1
2020-03-14,3
2020-03-15,6
2020-03-16,7
2020-03-17,11
2020-03-18,14
2020-03-19,19
2020-03-20,23
2020-03-21,22
2020-03-22,22
2020-03-23,24
2020-03-24,25
2020-03-25,26
2020-03-26,25
2020-03-27,31
2020-03-28,25
2020-03-29,24
2020-03-30,26
2020-03-31,25
2020-04-01,26
2020-04-02,27
2020-04-03,29
2020-04-04,23
2020-04-05,20
2020-04-06,24
2020-04-07,23
2020-04-08,24
2020-04-09,23
2020-04-10,38
2020-04-11,26
2020-04-12,21
2020-04-13,24
2020-04-14,23
2020-04-15,24
2020-04-16,25
2020-04-17,28
2020-04-18,21
2020-04-19,20
2020-04-20,22
2020-04-21,22
2020-04-22,22
2020-04-23,24
2020-04-24,26
2020-04-25,21
2020-04-26,19
2020-04-27,23
2020-04-28,16
2020-04-29,22
2020-04-30,19
2020-05-01,36
2020-05-02,20
2020-05-03,19
2020-05-04,20
2020-05-05,20
2020-05-06,22
2020-05-07,22
2020-05-08,24
2020-05-09,22
2020-05-10,18
2020-05-11,24
2020-05-12,24
2020-05-13,25
2020-05-14,23
2020-05-15,27
2020-05-16,25
2020-05-17,23
2020-05-18,27
2020-05-19,26
2020-05-20,26
2020-05-21,36
2020-05-22,31
2020-05-23,25
2020-05-24,23
2020-05-25,27
2020-05-26,26
2020-05-27,27
2020-05-28,28
2020-05-29,31
2020-05-30,23
2020-05-31,21
2020-06-01,25
2020-06-02,26
2020-06-03,27
2020-06-04,28
2020-06-05,30
2020-06-06,24
2020-06-07,22
2020-06-08,26
2020-06-09,26
2020-06-10,27
2020-06-11,28
2020-06-12,31
2020-06-13,25
