dates,incrementalcount_medicaltest_conditioncovid_19
2020-03-25,3290
2020-03-26,4886
2020-03-27,7387
2020-03-28,3534
2020-03-29,1777
2020-03-30,3680
2020-03-31,3046
2020-04-01,2898
2020-04-02,2685
2020-04-03,3405
2020-04-04,4483
2020-04-05,3343
2020-04-06,2908
2020-04-07,2258
2020-04-08,3269
2020-04-09,7962
2020-04-10,4444
2020-04-11,3577
2020-04-12,5897
2020-04-13,2764
2020-04-14,2759
2020-04-15,4079
2020-04-16,6551
2020-04-17,5449
2020-04-18,5018
2020-04-19,4758
2020-04-20,5178
2020-04-21,3530
2020-04-22,6365
2020-04-23,6425
2020-04-24,7120
2020-04-25,6945
2020-04-26,6763
2020-04-27,5260
2020-04-28,4930
2020-04-29,6454
2020-04-30,7898
2020-05-01,8916
2020-05-02,9967
2020-05-03,6818
2020-05-04,7913
2020-05-05,7964
2020-05-06,10013
2020-05-07,12118
2020-05-08,11735
2020-05-09,11943
2020-05-10,12780
2020-05-11,13373
2020-05-12,9283
2020-05-13,10410
2020-05-14,11502
2020-05-15,16095
2020-05-16,8813
2020-05-17,13171
2020-05-18,17515
2020-05-19,16189
2020-05-20,12469
2020-05-21,16334
2020-05-22,16090
2020-05-23,15239
2020-05-24,14426
2020-05-25,16283
2020-05-26,13084
2020-05-27,13398
2020-05-28,15650
2020-05-29,16333
2020-05-30,16814
2020-05-31,19120
2020-06-01,16890
2020-06-02,13442
2020-06-03,15546
2020-06-04,18140
2020-06-05,21780
2020-06-06,18954
2020-06-07,21265
2020-06-08,20040
2020-06-09,17777
2020-06-10,14477
2020-06-11,19976
2020-06-12,18733
2020-06-13,20223
2020-06-14,20151
2020-06-15,18808
2020-06-16,14575
2020-06-17,12636
2020-06-18,16997
2020-06-19,20347
2020-06-20,20080
2020-06-21,20115
2020-06-22,18645
2020-06-23,12707
2020-06-24,12575
2020-06-25,17446
2020-06-26,18249
2020-06-27,17944
2020-06-28,18370
2020-06-29,16799
2020-06-30,13349
2020-07-01,10385
2020-07-02,10831
2020-07-03,15585
2020-07-04,17287
2020-07-05,18004
2020-07-06,16377
2020-07-07,12065
2020-07-08,10464
2020-07-09,16842
2020-07-10,17727
2020-07-11,18268
2020-07-12,19171
2020-07-13,17467
2020-07-14,12238
2020-07-15,12209
2020-07-16,17192
2020-07-17,18699
2020-07-18,17716
2020-07-19,15728
2020-07-20,16343
2020-07-21,12590
2020-07-22,12793
2020-07-23,18867
2020-07-24,21071
2020-07-25,19133
2020-07-26,19709
2020-07-27,21544
2020-07-28,17596
2020-07-29,17130
2020-07-30,20295
2020-07-31,22874
2020-08-01,24398
2020-08-02,24899
2020-08-03,24269
2020-08-04,18857
2020-08-05,21398
2020-08-06,22802
2020-08-07,25243
2020-08-08,27037
2020-08-09,28460
2020-08-10,26012
2020-08-11,22249
2020-08-12,19348
2020-08-13,23628
2020-08-14,27618
2020-08-15,28499
2020-08-16,30882
2020-08-17,25289
2020-08-18,23199
2020-08-19,19275
2020-08-20,26278
2020-08-21,28669
2020-08-22,29727
2020-08-23,31981
2020-08-24,27454
2020-08-25,24503
2020-08-26,20257
2020-08-27,27019
2020-08-28,30274
2020-08-29,32237
2020-08-30,34769
2020-08-31,31914
2020-09-01,26326
2020-09-02,22746
2020-09-03,27242
2020-09-04,31968
2020-09-05,34595
2020-09-06,35289
2020-09-07,30987
2020-09-08,27980
2020-09-09,21805
2020-09-10,28313
2020-09-11,34082
2020-09-12,38062
2020-09-13,36298
2020-09-14,32577
2020-09-15,27197
2020-09-16,23102
2020-09-17,31646
2020-09-18,33240
2020-09-19,34822
2020-09-20,27620
2020-09-21,16822
2020-09-22,13389
2020-09-23,15573
2020-09-24,29078
2020-09-25,37653
2020-09-26,38161
2020-09-27,39405
2020-09-28,37473
2020-09-29,28919
2020-09-30,27509
2020-10-01,33533
2020-10-02,38674
2020-10-03,35698
2020-10-04,36333
2020-10-05,36198
2020-10-06,26316
2020-10-07,19706
2020-10-08,32954
2020-10-09,36292
2020-10-10,36022
2020-10-11,39211
2020-10-12,35907
2020-10-13,25603
2020-10-14,17351
2020-10-15,18005
2020-10-16,31088
2020-10-17,36614
2020-10-18,37121
2020-10-19,34671
2020-10-20,25731
2020-10-21,18846
2020-10-22,31734
2020-10-23,37359
2020-10-24,37796
2020-10-25,38473
2020-10-26,37832
2020-10-27,20012
2020-10-28,21822
2020-10-29,33406
2020-10-30,36880
2020-10-31,39258
2020-11-01,41152
2020-11-02,36260
2020-11-03,23654
2020-11-04,18031
2020-11-05,34228
2020-11-06,40493
2020-11-07,39290
2020-11-08,42071
2020-11-09,37331
2020-11-10,23931
2020-11-11,22148
2020-11-12,35708
2020-11-13,38283
2020-11-14,40522
2020-11-15,40814
2020-11-16,37329
2020-11-17,22703
2020-11-18,20225
2020-11-19,35314
2020-11-20,39230
2020-11-21,39586
2020-11-22,40034
2020-11-23,38378
2020-11-24,22760
2020-11-25,20380
2020-11-26,36179
2020-11-27,38926
2020-11-28,39462
2020-11-29,42774
2020-11-30,37496
2020-12-01,23680
2020-12-02,21600
2020-12-03,36062
2020-12-04,40641
2020-12-05,40161
2020-12-06,42177
2020-12-07,38743
2020-12-08,28185
2020-12-09,22192
2020-12-10,32509
2020-12-11,27543
2020-12-12,40359
2020-12-13,48054
2020-12-14,46876
2020-12-15,29482
2020-12-16,25899
2020-12-17,40061
2020-12-18,47534
2020-12-19,46726
2020-12-20,50285
2020-12-21,45693
2020-12-22,29905
2020-12-23,31234
2020-12-24,44304
2020-12-25,48011
2020-12-26,48273
2020-12-27,27297
2020-12-28,23491
2020-12-29,22390
2020-12-30,26092
2020-12-31,42570
2021-01-01,50583
2021-01-02,46178
2021-01-03,29784
2021-01-04,25497
2021-01-05,25817
2021-01-06,32036
2021-01-07,47718
2021-01-08,54041
2021-01-09,58116
2021-01-10,59726
2021-01-11,57438
2021-01-12,42722
2021-01-13,41460
2021-01-14,54116
2021-01-15,58977
2021-01-16,65199
2021-01-17,68458
2021-01-18,55673
2021-01-19,42013
2021-01-20,41504
2021-01-21,56928
2021-01-22,62516
2021-01-23,58428
2021-01-24,65500
2021-01-25,55229
2021-01-26,42995
2021-01-27,39555
2021-01-28,53790
2021-01-29,61941
2021-01-30,63308
2021-01-31,60434
2021-02-01,58709
2021-02-02,45388
2021-02-03,32488
2021-02-04,52040
2021-02-05,56151
2021-02-06,59950
2021-02-07,54943
2021-02-08,50505
2021-02-09,39024
2021-02-10,28742
2021-02-11,52742
2021-02-12,55262
2021-02-13,54720
2021-02-14,54923
2021-02-15,50614
2021-02-16,34193
2021-02-17,24914
2021-02-18,51196
2021-02-19,49684
2021-02-20,51953
2021-02-21,50028
2021-02-22,54650
2021-02-23,31486
2021-02-24,28884
2021-02-25,51026
2021-02-26,54910
2021-02-27,55300
2021-02-28,53311
2021-03-01,56754
2021-03-02,31617
2021-03-03,27151
2021-03-04,55677
2021-03-05,60720
2021-03-06,59191
2021-03-07,63583
2021-03-08,62007
2021-03-09,35615
2021-03-10,35006
2021-03-11,62746
2021-03-12,65686
2021-03-13,69517
2021-03-14,68151
2021-03-15,68968
2021-03-16,46380
2021-03-17,37465
2021-03-18,70195
2021-03-19,73129
2021-03-20,76275
2021-03-21,76335
2021-03-22,75880
2021-03-23,54615
2021-03-24,39770
2021-03-25,70922
2021-03-26,77308
2021-03-27,79262
2021-03-28,78444
2021-03-29,75958
2021-03-30,46387
2021-03-31,41827
2021-04-01,69121
