dates,incrementalcount_vaccine_covid_19_administered
2020-12-25,4779
2020-12-26,3140
2020-12-27,309
2021-01-05,1444
2021-01-06,206
2021-01-11,1
2021-01-14,6917
2021-01-15,3431
2021-01-16,90
2021-01-19,19367
2021-01-20,9310
2021-01-21,3056
2021-01-22,415
2021-01-26,614
2021-01-27,35
2021-01-30,1
2021-01-31,1
2021-02-01,1
2021-02-02,13199
2021-02-03,170388
2021-02-04,176182
2021-02-05,169523
2021-02-06,27861
2021-02-07,8642
2021-02-08,233309
2021-02-09,261943
2021-02-10,280822
2021-02-11,254319
2021-02-12,229497
2021-02-13,29564
2021-02-14,4468
2021-02-15,265909
2021-02-16,220106
2021-02-17,188050
2021-02-18,155299
2021-02-19,142155
2021-02-20,9641
2021-02-21,1163
2021-02-22,108165
2021-02-23,94261
2021-02-24,86287
2021-02-25,86124
2021-02-26,78431
2021-02-27,10050
2021-02-28,354
2021-03-01,137599
2021-03-02,171397
2021-03-03,312032
2021-03-04,310690
2021-03-05,298070
2021-03-06,33803
2021-03-07,7976
2021-03-08,350821
2021-03-09,376709
2021-03-10,401524
2021-03-11,417228
2021-03-12,374530
2021-03-13,50487
2021-03-14,6592
2021-03-15,430495
2021-03-16,410432
2021-03-17,367465
2021-03-18,335160
2021-03-19,294747
2021-03-20,34216
2021-03-21,4025
2021-03-22,268900
2021-03-23,241035
2021-03-24,219200
2021-03-25,212832
2021-03-26,217840
2021-03-27,15702
2021-03-28,1394
2021-03-29,266936
2021-03-30,278828
2021-03-31,280492
2021-04-01,303563
2021-04-02,7110
2021-04-03,3230
2021-04-04,1134
2021-04-05,285051
2021-04-06,240027
2021-04-07,233440
2021-04-08,239711
2021-04-09,219108
2021-04-10,26050
2021-04-11,2458
2021-04-12,237271
2021-04-13,235492
2021-04-14,229734
2021-04-15,207382
2021-04-16,194447
2021-04-17,22307
2021-04-18,2643
2021-04-19,195326
2021-04-20,189577
2021-04-21,177781
2021-04-22,200929
2021-04-23,183815
2021-04-24,17704
2021-04-25,1046
2021-04-26,196937
2021-04-27,171675
2021-04-28,169302
2021-04-29,155611
2021-04-30,88038
2021-05-01,2300
2021-05-02,1468
2021-05-03,152130
2021-05-04,169856
2021-05-05,175337
2021-05-06,158451
2021-05-07,148182
2021-05-08,25601
2021-05-09,1413
2021-05-10,173954
2021-05-11,192913
2021-05-12,183524
2021-05-13,157820
2021-05-14,159674
2021-05-15,1467
2021-05-16,441
2021-05-17,171864
2021-05-18,184016
2021-05-19,167195
2021-05-20,192057
2021-05-21,9853
2021-05-22,33234
2021-05-23,4292
2021-05-24,237197
2021-05-25,246963
2021-05-26,229182
2021-05-27,203379
2021-05-28,186523
2021-05-29,47403
2021-05-30,10102
2021-05-31,215890
2021-06-01,221696
2021-06-02,204384
2021-06-03,163960
2021-06-04,145391
2021-06-05,37743
2021-06-06,5018
2021-06-07,181632
2021-06-08,185013
2021-06-09,193850
2021-06-10,203308
2021-06-11,179143
2021-06-12,32527
2021-06-13,2077
2021-06-14,221902
2021-06-15,210973
2021-06-16,227118
2021-06-17,184217
2021-06-18,107414
2021-06-19,36778
2021-06-20,3958
2021-06-21,19803
2021-06-22,309434
2021-06-23,251874
2021-06-24,253488
2021-06-25,211482
2021-06-26,52973
2021-06-27,5678
2021-06-28,5637
2021-06-29,249727
2021-06-30,205246
2021-07-01,183040
2021-07-02,141951
2021-07-03,38014
2021-07-04,4524
2021-07-05,155414
2021-07-06,130579
2021-07-07,162342
2021-07-08,156838
2021-07-09,139628
2021-07-10,43474
2021-07-11,5122
2021-07-12,180041
2021-07-13,184298
2021-07-14,163017
2021-07-15,167436
2021-07-16,4839
2021-07-17,23861
2021-07-18,2236
2021-07-19,123523
2021-07-20,134665
2021-07-21,104984
2021-07-22,78503
2021-07-23,116210
2021-07-24,34640
2021-07-25,2969
2021-07-26,56874
2021-07-27,51161
2021-07-28,35516
2021-07-29,90460
2021-07-30,77011
2021-07-31,11231
2021-08-01,476
2021-08-02,124324
2021-08-03,139173
2021-08-04,64830
2021-08-05,46371
2021-08-06,34764
2021-08-07,1172
2021-08-08,82
2021-08-09,98410
2021-08-10,87882
2021-08-11,190945
2021-08-12,171702
2021-08-13,148169
2021-08-14,4766
2021-08-15,520
2021-08-16,219361
2021-08-17,239265
2021-08-18,190353
2021-08-19,169877
2021-08-20,150119
2021-08-21,6463
2021-08-22,1317
2021-08-23,119115
2021-08-24,118743
2021-08-25,113355
2021-08-26,184306
2021-08-27,133556
2021-08-28,4265
2021-08-29,866
2021-08-30,193835
2021-08-31,203179
2021-09-01,157043
2021-09-02,140448
2021-09-03,101995
2021-09-04,2671
2021-09-05,296
2021-09-06,154809
2021-09-07,182834
2021-09-08,150564
2021-09-09,137295
2021-09-10,134849
2021-09-11,3352
2021-09-12,316
2021-09-13,192557
2021-09-14,179385
2021-09-15,140814
2021-09-16,66645
2021-09-17,186
2021-09-18,22
2021-09-19,5
2021-09-20,145517
2021-09-21,158609
2021-09-22,166713
2021-09-23,143804
2021-09-24,149017
2021-09-25,2730
2021-09-26,425
2021-09-27,198926
2021-09-28,233534
2021-09-29,221865
2021-09-30,200931
2021-10-01,182724
2021-10-02,8427
2021-10-03,958
2021-10-04,170944
2021-10-05,168980
2021-10-06,154258
2021-10-07,155127
2021-10-08,144983
2021-10-09,3746
2021-10-10,411
2021-10-11,1517
2021-10-12,214245
2021-10-13,225269
2021-10-14,195531
2021-10-15,173765
2021-10-16,6113
2021-10-17,819
2021-10-18,191249
2021-10-19,226734
2021-10-20,238389
2021-10-21,231750
2021-10-22,242957
2021-10-23,9674
2021-10-24,1033
2021-10-25,277486
