dates,incrementalcount_vaccine_covid_19_administered
2021-03-02,6943
2021-04-02,27240
2021-04-03,12372
2021-04-04,13230
2021-04-05,37397
2021-04-06,29108
2021-04-07,67763
2021-04-08,74622
2021-04-09,71006
2021-04-10,18016
2021-04-11,14656
2021-04-12,8480
2021-04-13,773
2021-04-16,19227
2021-04-17,3262
2021-04-18,10062
2021-04-19,47627
2021-04-20,46400
2021-04-21,152230
2021-04-22,99985
2021-04-23,130620
2021-04-24,28708
2021-04-25,25513
2021-04-26,77366
2021-04-27,52681
2021-04-28,64933
2021-04-29,66968
2021-04-30,65464
2021-05-01,7487
2021-05-02,2342
2021-05-03,11710
2021-05-04,74458
2021-05-05,28758
2021-05-06,49949
2021-05-07,78706
2021-05-08,13232
2021-05-09,66174
2021-05-10,88560
2021-05-11,37111
2021-05-12,104798
2021-05-13,84369
2021-05-17,76687
2021-05-18,104650
2021-05-19,94471
2021-05-20,108140
2021-05-21,163293
2021-05-22,53542
2021-05-23,45573
2021-05-24,113649
2021-05-25,122914
2021-05-26,61655
2021-05-27,138168
2021-05-28,157075
2021-05-29,44205
2021-05-30,61552
2021-05-31,54977
2021-06-01,88859
2021-06-04,181355
2021-06-05,47559
2021-06-06,27591
2021-06-07,416847
2021-06-08,472128
2021-06-09,336674
2021-06-10,223315
2021-06-11,308012
2021-06-12,106172
2021-06-13,106882
2021-06-14,323060
2021-06-15,269632
2021-06-16,222967
2021-06-17,215885
2021-06-18,263415
2021-06-19,104095
2021-06-20,91879
2021-06-21,227639
2021-06-22,241639
2021-06-23,251985
2021-06-24,257103
2021-06-25,324055
2021-06-26,73663
2021-06-27,92372
2021-06-28,269459
2021-06-29,255734
2021-06-30,254992
2021-07-01,299485
2021-07-02,345109
2021-07-03,98605
2021-07-04,106851
2021-07-05,280642
2021-07-06,269653
2021-07-07,291575
2021-07-08,356378
2021-07-09,399908
2021-07-10,93284
2021-07-11,100025
2021-07-12,338980
2021-07-13,322488
2021-07-14,303036
2021-07-15,289638
2021-07-16,307134
2021-07-17,93273
2021-07-18,74834
2021-07-19,248648
2021-07-20,257876
2021-07-21,279576
2021-07-22,304243
2021-07-23,352879
2021-07-24,128026
2021-07-25,90934
2021-07-26,138892
2021-07-27,327389
2021-07-28,164270
2021-07-29,420148
2021-07-30,480155
2021-07-31,194342
2021-08-01,180552
2021-08-02,332299
2021-08-03,379271
2021-08-04,383607
2021-08-05,670834
2021-08-06,647571
2021-08-07,198527
2021-08-08,191145
2021-08-09,501330
2021-08-10,546844
2021-08-11,570865
2021-08-12,219840
2021-08-13,683832
2021-08-16,508404
2021-08-17,518118
2021-08-18,548311
2021-08-19,651606
2021-08-20,609435
2021-08-21,404078
2021-08-22,206820
2021-08-23,573446
2021-08-24,585214
2021-08-25,637921
2021-08-26,669189
2021-08-27,915738
2021-08-28,258782
2021-08-29,275188
2021-08-30,817342
2021-09-02,827462
2021-09-03,865074
2021-09-04,925627
2021-09-05,369512
2021-09-06,325218
2021-09-07,722377
2021-09-08,826013
2021-09-09,713454
2021-09-10,698621
2021-09-11,758503
2021-09-12,428605
2021-09-13,215889
2021-09-14,676669
2021-09-15,694076
2021-09-16,830413
2021-09-17,864589
2021-09-18,547324
2021-09-19,596230
2021-09-20,256392
2021-09-21,469052
2021-09-22,811915
2021-10-06,734804
2021-10-07,730805
2021-10-08,911648
2021-10-09,1010072
2021-10-10,230852
2021-10-11,688481
2021-10-12,805146
2021-10-13,962558
2021-10-14,583994
2021-10-15,1034549
2021-10-16,524670
2021-10-17,1063719
2021-10-18,475053
2021-10-19,914527
2021-10-20,994781
2021-10-21,915956
2021-10-22,714104
2021-10-23,706378
2021-10-24,356084
2021-10-25,226178
2021-10-26,731718
2021-10-27,812009
2021-10-28,762954
2021-10-29,879556
2021-10-30,1002392
2021-10-31,695127
2021-11-01,320719
2021-11-02,515839
2021-11-03,787976
2021-11-04,817382
2021-11-05,824650
2021-11-06,861848
2021-11-07,703581
2021-11-08,278059
2021-11-09,469195
2021-11-10,792255
2021-11-11,771469
2021-11-12,788090
2021-11-13,773944
2021-11-14,373166
2021-11-15,545174
2021-11-16,399221
2021-11-17,659381
2021-11-18,819319
2021-11-21,472644
2021-11-22,185639
2021-11-23,347556
2021-11-24,557392
2021-11-25,574772
2021-11-26,266114
2021-11-27,922987
2021-11-28,467240
2021-11-29,235121
2021-12-02,523687
2021-12-03,621036
2021-12-04,153322
2021-12-05,186106
2021-12-06,88886
2021-12-07,438620
2021-12-08,424535
2021-12-09,503440
2021-12-10,361705
2021-12-11,96262
2021-12-12,68334
2021-12-13,399370
2021-12-14,376016
2021-12-15,428263
2021-12-16,435533
2021-12-17,602081
2021-12-18,178767
2021-12-19,89511
2021-12-20,426544
2021-12-21,452884
2021-12-22,504492
2021-12-23,543042
2021-12-24,649666
2021-12-25,142632
2021-12-26,90245
2021-12-27,511163
2021-12-28,505714
2021-12-29,462185
2021-12-30,298839
2021-12-31,14908
2022-01-01,10241
2022-01-02,14571
2022-01-03,27932
2022-01-04,288684
2022-01-05,433303
2022-01-06,539266
2022-01-07,710457
2022-01-08,161125
2022-01-09,109671
2022-01-10,522935
2022-01-11,545970
2022-01-12,570096
2022-01-13,590848
2022-01-14,769961
2022-01-15,202600
2022-01-16,103527
2022-01-17,458513
2022-01-18,502666
2022-01-19,528988
2022-01-20,573737
2022-01-21,715117
2022-01-22,180135
2022-01-23,109612
2022-01-24,440779
2022-01-25,442743
2022-01-26,437464
2022-01-27,487568
2022-01-28,612226
2022-01-29,149729
2022-01-30,82791
2022-01-31,265861
2022-02-01,227953
2022-02-02,303668
2022-02-03,324689
2022-02-04,465694
2022-02-05,135172
2022-02-06,65604
2022-02-07,280379
2022-02-08,288684
2022-02-09,323905
2022-02-10,327968
2022-02-11,477616
2022-02-12,129413
2022-02-13,64413
2022-02-14,277290
2022-02-15,290626
2022-02-16,90717
2022-02-17,329288
2022-02-18,461905
2022-02-19,129837
2022-02-20,72043
2022-02-21,250332
2022-02-22,278342
2022-02-23,293805
2022-02-24,331012
2022-02-25,467096
2022-02-26,125697
2022-02-27,66813
2022-02-28,211027
2022-03-01,159477
2022-03-02,187567
2022-03-03,199300
2022-03-04,308898
2022-03-05,80980
2022-03-06,39713
2022-03-07,141608
2022-03-08,159614
2022-03-09,191918
2022-03-10,237079
2022-03-11,348684
2022-03-12,90525
2022-03-13,51000
2022-03-14,145822
2022-03-15,165075
2022-03-16,182461
2022-03-17,234549
2022-03-18,351163
2022-03-19,72551
2022-03-20,39210
2022-03-21,159014
2022-03-22,195782
2022-03-23,234486
2022-03-24,284155
2022-03-25,393217
2022-03-26,79661
2022-03-27,43182
2022-03-28,184719
2022-03-29,220564
2022-03-30,263091
2022-03-31,262985
2022-04-01,255618
2022-04-02,61671
2022-04-03,31401
2022-04-04,142608
2022-04-05,187253
2022-04-06,51328
2022-04-07,239412
2022-04-08,321826
2022-04-09,56957
2022-04-10,26187
2022-04-11,155664
2022-04-12,139281
2022-04-13,13389
2022-04-14,11536
2022-04-15,12028
2022-04-16,11639
2022-04-17,12647
2022-04-18,118441
2022-04-19,131125
2022-04-20,136080
2022-04-21,195034
2022-04-22,303809
2022-04-23,68523
2022-04-24,39188
2022-04-25,133051
2022-04-26,150750
2022-04-27,166773
2022-04-28,198263
2022-04-29,284497
2022-04-30,57704
2022-05-01,30270
2022-05-02,84998
2022-05-03,126537
2022-05-04,31392
2022-05-05,183961
2022-05-06,266333
2022-05-07,65108
2022-05-08,49781
2022-05-09,135883
2022-05-10,160679
2022-05-11,181263
2022-05-12,247323
2022-05-13,70616
2022-05-14,51790
2022-05-15,32863
2022-05-16,28031
2022-05-17,136036
2022-05-18,174710
2022-05-19,206630
2022-05-20,304680
2022-05-21,76065
2022-05-22,33996
2022-05-23,110777
2022-05-24,136163
2022-05-25,148034
2022-05-26,169800
2022-05-27,261038
2022-05-28,61761
2022-05-29,32619
2022-05-30,100592
2022-05-31,114912
2022-06-01,68420
2022-06-02,137016
2022-06-03,35226
2022-06-04,27302
2022-06-05,16966
2022-06-06,62939
2022-06-07,66062
2022-06-08,64643
2022-06-09,73829
2022-06-10,146956
2022-06-11,39448
2022-06-12,12233
2022-06-13,53710
2022-06-14,52040
2022-06-15,57666
2022-06-16,66870
2022-06-17,135489
2022-06-18,39696
2022-06-19,18617
2022-06-20,54576
2022-06-21,59089
2022-06-22,57051
2022-06-23,69407
2022-06-24,134440
2022-06-25,51841
2022-06-26,25330
2022-06-27,52968
2022-06-28,59443
2022-06-29,72331
2022-06-30,98798
2022-07-01,107912
2022-07-02,34563
2022-07-03,18341
2022-07-04,40911
2022-07-05,52889
2022-07-06,62668
2022-07-07,75103
2022-07-08,142368
2022-07-09,39785
2022-07-10,24192
2022-07-11,68674
2022-07-12,87770
2022-07-13,30146
2022-07-14,26575
2022-07-15,40045
2022-07-16,30381
2022-07-17,23026
2022-07-18,61412
2022-07-19,69690
2022-07-20,77780
2022-07-21,83110
2022-07-22,181927
2022-07-23,52172
2022-07-24,31798
2022-07-25,69403
2022-07-26,78157
2022-07-27,103550
2022-07-28,34338
2022-07-29,41190
2022-07-30,35451
2022-07-31,22894
2022-08-01,31181
2022-08-02,39149
2022-08-03,40894
