dates,incrementalcount_medicaltest_conditioncovid_19
2020-01-04,2
2020-01-05,2
2020-01-06,5
2020-01-08,1
2020-01-09,13
2020-01-10,18
2020-01-11,3
2020-01-12,6
2020-01-13,14
2020-01-14,7
2020-01-15,12
2020-01-16,9
2020-01-17,5
2020-01-18,23
2020-01-19,6
2020-01-20,48
2020-01-21,12
2020-01-22,8
2020-01-23,24
2020-01-24,19
2020-01-25,26
2020-01-26,61
2020-01-27,59
2020-01-28,78
2020-01-29,108
2020-01-30,135
2020-01-31,142
2020-02-01,224
2020-02-02,153
2020-02-03,128
2020-02-04,235
2020-02-05,387
2020-02-06,205
2020-02-07,152
2020-02-08,104
2020-02-09,61
2020-02-10,51
2020-02-11,65
2020-02-12,116
2020-02-13,69
2020-02-14,53
2020-02-15,81
2020-02-16,33
2020-02-17,125
2020-02-18,124
2020-02-19,188
2020-02-20,193
2020-02-21,190
2020-02-22,180
2020-02-23,255
2020-02-24,351
2020-02-25,489
2020-02-26,721
2020-02-27,1404
2020-02-28,1174
2020-02-29,731
2020-03-01,621
2020-03-02,751
2020-03-03,716
2020-03-04,632
2020-03-05,671
2020-03-06,619
2020-03-07,696
2020-03-08,560
2020-03-09,807
2020-03-10,611
2020-03-11,1005
2020-03-12,1054
2020-03-13,1246
2020-03-14,1356
2020-03-15,2106
2020-03-16,2190
2020-03-17,3162
2020-03-18,2696
2020-03-19,2895
2020-03-20,2109
2020-03-21,1668
2020-03-22,2058
2020-03-23,2369
2020-03-24,2363
2020-03-25,2923
2020-03-26,3358
2020-03-27,3429
2020-03-28,2627
2020-03-29,2251
2020-03-30,2320
2020-03-31,2506
2020-04-01,2777
2020-04-02,2963
2020-04-03,2762
2020-04-04,3189
2020-04-05,3525
2020-04-06,3891
2020-04-07,4738
2020-04-08,3804
2020-04-09,3577
2020-04-10,3776
2020-04-11,3892
2020-04-12,2754
2020-04-13,3698
2020-04-14,3904
2020-04-15,4879
2020-04-16,5419
2020-04-17,4892
2020-04-18,6176
2020-04-19,4466
2020-04-20,4224
2020-04-21,5517
2020-04-22,6933
2020-04-23,9222
2020-04-24,6527
2020-04-25,5619
2020-04-26,5836
2020-04-27,8072
2020-04-28,9765
2020-04-29,8772
2020-04-30,11423
2020-05-01,7530
2020-05-02,9243
2020-05-03,6085
2020-05-04,6511
2020-05-05,7326
2020-05-06,6191
2020-05-07,7667
2020-05-08,7916
2020-05-09,6194
2020-05-10,5576
2020-05-11,5759
2020-05-12,6785
2020-05-13,7440
2020-05-14,7010
2020-05-15,8075
2020-05-16,6491
2020-05-17,4043
2020-05-18,6761
2020-05-19,7656
2020-05-20,8534
2020-05-21,8627
2020-05-22,7736
2020-05-23,7914
2020-05-24,4298
2020-05-25,8194
2020-05-26,9193
2020-05-27,10021
2020-05-28,9181
2020-05-29,8759
2020-05-30,7758
2020-05-31,4797
2020-06-01,8103
2020-06-02,10293
2020-06-03,6696
2020-06-04,10029
2020-06-05,8963
2020-06-06,5259
2020-06-07,5081
2020-06-08,8670
2020-06-09,10526
2020-06-10,7940
2020-06-11,10366
2020-06-12,8818
2020-06-13,5626
2020-06-14,4798
2020-06-15,7963
2020-06-16,8936
2020-06-17,8002
2020-06-18,8137
2020-06-19,6891
2020-06-20,3943
2020-06-21,3605
2020-06-22,6205
2020-06-23,5779
2020-06-24,5263
2020-06-25,6671
2020-06-26,4320
2020-06-27,3543
2020-06-28,2547
2020-06-29,6437
2020-06-30,5259
2020-07-01,4380
2020-07-02,4645
2020-07-03,4255
2020-07-04,2406
2020-07-05,2529
2020-07-06,3114
2020-07-07,3000
2020-07-08,3515
2020-07-09,4335
2020-07-10,5076
2020-07-11,3317
2020-07-12,2813
2020-07-13,4121
2020-07-14,6127
2020-07-15,5387
2020-07-16,8355
2020-07-17,6028
2020-07-18,4881
2020-07-19,3320
2020-07-20,4730
2020-07-21,4473
2020-07-22,6655
2020-07-23,5778
2020-07-24,5772
2020-07-25,3897
2020-07-26,2962
2020-07-27,4326
2020-07-28,4624
2020-07-29,5658
2020-07-30,6915
2020-07-31,5029
2020-08-01,3681
2020-08-02,3186
2020-08-03,3701
2020-08-04,3955
2020-08-05,4594
2020-08-06,3986
2020-08-07,4533
2020-08-08,4379
2020-08-09,3552
2020-08-10,3556
2020-08-11,4136
2020-08-12,4003
2020-08-13,4034
2020-08-14,3244
2020-08-15,3356
2020-08-16,3072
2020-08-17,4262
2020-08-18,4200
2020-08-19,6208
2020-08-20,5473
2020-08-21,4297
2020-08-22,3568
2020-08-23,2666
2020-08-24,5347
2020-08-25,3688
2020-08-26,5209
2020-08-27,4866
2020-08-28,4755
2020-08-29,3563
2020-08-30,3684
2020-08-31,4988
2020-09-01,4220
2020-09-02,3821
2020-09-03,4689
2020-09-04,4562
2020-09-05,2903
2020-09-06,3463
2020-09-07,4737
2020-09-08,6175
2020-09-09,5368
2020-09-10,4987
2020-09-11,5010
2020-09-12,5008
2020-09-13,2985
2020-09-14,4389
2020-09-15,4100
2020-09-16,4235
2020-09-17,4035
2020-09-18,4368
2020-09-19,3004
2020-09-20,3137
2020-09-21,5208
2020-09-22,5520
2020-09-23,4601
2020-09-24,4679
2020-09-25,4490
2020-09-26,4101
2020-09-27,3767
2020-09-28,4895
2020-09-29,5364
2020-09-30,4990
2020-10-01,4342
2020-10-02,4097
2020-10-03,3336
2020-10-04,3950
2020-10-05,4155
2020-10-06,3876
2020-10-07,4275
2020-10-08,4588
2020-10-09,5881
2020-10-10,4596
2020-10-11,3363
2020-10-12,5058
2020-10-13,4570
2020-10-14,4993
2020-10-15,4772
2020-10-16,5038
2020-10-17,3580
2020-10-18,3909
2020-10-19,4974
2020-10-20,6837
2020-10-21,5038
2020-10-22,4955
2020-10-23,4280
2020-10-24,4050
2020-10-25,3171
2020-10-26,4903
2020-10-27,5133
2020-10-28,4250
2020-10-29,4543
2020-10-30,3905
2020-10-31,3517
2020-11-01,2985
2020-11-02,4148
2020-11-03,5234
2020-11-04,4549
2020-11-05,4341
2020-11-06,3176
2020-11-07,3838
2020-11-08,2815
2020-11-09,3583
2020-11-10,4664
2020-11-11,4669
2020-11-12,4085
2020-11-13,3465
2020-11-14,3453
2020-11-15,2544
2020-11-16,3053
2020-11-17,4224
2020-11-18,4480
2020-11-19,2591
2020-11-20,2613
2020-11-21,2414
2020-11-22,2438
2020-11-23,3679
2020-11-24,4115
2020-11-25,4433
2020-11-26,3434
2020-11-27,4111
2020-11-28,3215
2020-11-29,3362
2020-11-30,4505
2020-12-01,5242
2020-12-02,5300
2020-12-03,5353
2020-12-04,5783
2020-12-05,5300
2020-12-06,4584
2020-12-07,5697
2020-12-08,7297
2020-12-09,7678
2020-12-10,5765
2020-12-11,4660
2020-12-12,4044
2020-12-13,3738
2020-12-14,5079
2020-12-15,6174
2020-12-16,6780
2020-12-17,5385
2020-12-18,5340
2020-12-19,5317
2020-12-20,7510
2020-12-21,17733
