dates,covid19mobilitytrend_park
2020-02-15,-2
2020-02-16,-1
2020-02-17,0
2020-02-18,-1
2020-02-19,-2
2020-02-20,-1
2020-02-21,-3
2020-02-22,-2
2020-02-23,-2
2020-02-24,-2
2020-02-25,-1
2020-02-26,-1
2020-02-27,-3
2020-02-28,-3
2020-02-29,0
2020-03-01,4
2020-03-02,6
2020-03-03,3
2020-03-04,2
2020-03-05,2
2020-03-06,0
2020-03-07,3
2020-03-08,11
2020-03-09,8
2020-03-10,5
2020-03-11,4
2020-03-12,2
2020-03-13,-1
2020-03-14,-4
2020-03-15,-3
2020-03-16,1
2020-03-17,1
2020-03-18,1
2020-03-19,-1
2020-03-20,-4
2020-03-21,-7
2020-03-22,-7
2020-03-23,0
2020-03-24,-2
2020-03-25,-4
2020-03-26,-5
2020-03-27,-13
2020-03-28,-17
2020-03-29,-19
2020-03-30,-11
2020-03-31,-11
2020-04-01,-12
2020-04-02,-13
2020-04-03,-15
2020-04-04,-19
2020-04-05,-20
2020-04-06,-10
2020-04-07,-10
2020-04-08,-11
2020-04-09,-11
2020-04-10,-21
2020-04-11,-24
2020-04-12,-27
2020-04-13,-20
2020-04-14,-22
2020-04-15,-24
2020-04-16,-23
2020-04-17,-26
2020-04-18,-31
2020-04-19,-30
2020-04-20,-19
2020-04-21,-20
2020-04-22,-20
2020-04-23,-21
2020-04-24,-22
2020-04-25,-27
2020-04-26,-28
2020-04-27,-19
2020-04-28,-17
2020-04-29,-16
2020-04-30,-13
2020-05-01,-22
2020-05-02,-23
2020-05-03,-25
2020-05-04,-14
2020-05-05,-15
2020-05-06,-16
2020-05-07,-13
2020-05-08,-19
2020-05-09,-22
2020-05-10,-23
2020-05-11,-14
2020-05-12,-14
2020-05-13,-14
2020-05-14,-15
2020-05-15,-14
2020-05-16,-18
2020-05-17,-22
2020-05-18,-13
2020-05-19,-16
2020-05-20,-16
2020-05-21,-16
2020-05-22,-18
2020-05-23,-20
2020-05-24,-20
2020-05-25,-12
2020-05-26,-13
2020-05-27,-14
2020-05-28,-16
2020-05-29,-16
2020-05-30,-20
2020-05-31,-19
2020-06-01,-12
2020-06-02,-12
2020-06-03,-11
2020-06-04,-12
2020-06-05,-13
2020-06-06,-17
2020-06-07,-17
2020-06-08,-11
2020-06-09,-12
2020-06-10,-13
2020-06-11,-14
2020-06-12,-14
2020-06-13,-16
2020-06-14,-18
2020-06-15,-11
2020-06-16,-10
2020-06-17,-13
2020-06-18,-14
2020-06-19,-13
2020-06-20,-17
2020-06-21,-15
2020-06-22,-7
2020-06-23,-10
2020-06-24,-11
2020-06-25,-13
2020-06-26,-14
2020-06-27,-17
2020-06-28,-20
2020-06-29,-11
2020-06-30,-9
2020-07-01,-12
2020-07-02,-11
2020-07-03,-13
2020-07-04,-18
2020-07-05,-13
2020-07-06,-9
2020-07-07,-9
2020-07-08,-11
2020-07-09,-11
2020-07-10,-12
2020-07-11,-15
2020-07-12,-15
2020-07-13,-10
2020-07-14,-9
2020-07-15,-11
2020-07-16,-12
2020-07-17,-12
2020-07-18,-14
2020-07-19,-8
2020-07-20,-6
2020-07-21,-10
2020-07-22,-10
2020-07-23,-11
2020-07-24,-9
2020-07-25,-13
2020-07-26,-12
2020-07-27,-7
2020-07-28,-9
2020-07-29,-10
2020-07-30,-8
2020-07-31,-7
2020-08-01,-7
2020-08-02,-6
2020-08-03,-2
2020-08-04,-9
2020-08-05,-9
2020-08-06,-10
2020-08-07,-9
2020-08-08,-10
2020-08-09,-7
2020-08-10,-4
2020-08-11,-6
2020-08-12,-6
2020-08-13,-9
2020-08-14,-10
2020-08-15,-13
2020-08-16,-12
2020-08-17,-5
2020-08-18,-6
2020-08-19,-7
2020-08-20,-9
2020-08-21,-12
2020-08-22,-18
2020-08-23,-14
2020-08-24,-10
2020-08-25,-7
2020-08-26,-11
2020-08-27,-9
2020-08-28,-12
2020-08-29,-16
2020-08-30,-16
2020-08-31,-7
2020-09-01,-8
2020-09-02,-11
2020-09-03,-12
2020-09-04,-15
2020-09-05,-19
2020-09-06,-20
2020-09-07,-13
2020-09-08,-13
2020-09-09,-15
2020-09-10,-16
2020-09-11,-19
2020-09-12,-26
2020-09-13,-26
2020-09-14,-20
2020-09-15,-21
