dates,covid19mobilitytrend_localbusiness
2020-02-15,-5
2020-02-16,-5
2020-02-17,-8
2020-02-18,-7
2020-02-19,-7
2020-02-20,-5
2020-02-21,-6
2020-02-22,-9
2020-02-23,-7
2020-02-24,-9
2020-02-25,-6
2020-02-26,-5
2020-02-27,2
2020-02-28,3
2020-02-29,1
2020-03-01,1
2020-03-02,-2
2020-03-03,-1
2020-03-04,-1
2020-03-05,1
2020-03-06,-1
2020-03-07,-4
2020-03-08,-4
2020-03-09,-8
2020-03-10,-5
2020-03-11,-7
2020-03-12,-10
2020-03-13,-16
2020-03-14,-16
2020-03-15,-14
2020-03-16,-29
2020-03-17,-35
2020-03-18,-38
2020-03-19,-41
2020-03-20,-50
2020-03-21,-49
2020-03-22,-49
2020-03-23,-58
2020-03-24,-56
2020-03-25,-54
2020-03-26,-57
2020-03-27,-65
2020-03-28,-56
2020-03-29,-54
2020-03-30,-56
2020-03-31,-55
2020-04-01,-56
2020-04-02,-57
2020-04-03,-66
2020-04-04,-58
2020-04-05,-55
2020-04-06,-56
2020-04-07,-75
2020-04-08,-74
2020-04-09,-73
2020-04-10,-78
2020-04-11,-72
2020-04-12,-69
2020-04-13,-71
2020-04-14,-73
2020-04-15,-73
2020-04-16,-73
2020-04-17,-77
2020-04-18,-73
2020-04-19,-70
2020-04-20,-70
2020-04-21,-71
2020-04-22,-71
2020-04-23,-68
2020-04-24,-76
2020-04-25,-75
2020-04-26,-69
2020-04-27,-67
2020-04-28,-66
2020-04-29,-60
2020-04-30,-61
2020-05-01,-65
2020-05-02,-60
2020-05-03,-57
2020-05-04,-59
2020-05-05,-59
2020-05-06,-58
2020-05-07,-59
2020-05-08,-63
2020-05-09,-58
2020-05-10,-52
2020-05-11,-53
2020-05-12,-51
2020-05-13,-56
2020-05-14,-58
2020-05-15,-62
2020-05-16,-56
2020-05-17,-54
2020-05-18,-53
2020-05-19,-52
2020-05-20,-50
2020-05-21,-48
2020-05-22,-44
2020-05-23,-83
2020-05-24,-84
2020-05-25,-82
2020-05-26,-81
2020-05-27,-79
2020-05-28,-54
2020-05-29,-61
2020-05-30,-52
2020-05-31,-30
2020-06-01,-33
2020-06-02,-34
2020-06-03,-35
2020-06-04,-38
2020-06-05,-45
2020-06-06,-41
2020-06-07,-36
2020-06-08,-39
2020-06-09,-39
2020-06-10,-38
2020-06-11,-41
2020-06-12,-49
2020-06-13,-40
2020-06-14,-36
2020-06-15,-39
2020-06-16,-38
