dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-03-02,10
2020-03-03,11
2020-03-04,12
2020-03-05,13
2020-03-06,16
2020-03-07,19
2020-03-08,27
2020-03-09,43
2020-03-10,63
2020-03-11,87
2020-03-12,110
2020-03-13,129
2020-03-14,169
2020-03-15,208
2020-03-16,230
2020-03-17,272
2020-03-18,323
2020-03-19,313
2020-03-20,307
2020-03-21,298
2020-03-22,344
2020-03-23,380
2020-03-24,424
2020-03-25,443
2020-03-26,501
2020-03-27,546
2020-03-28,542
2020-03-29,575
2020-03-30,657
2020-03-31,705
2020-04-01,800
2020-04-02,854
2020-04-03,837
2020-04-04,810
2020-04-05,856
2020-04-06,840
2020-04-07,768
2020-04-08,720
2020-04-09,687
2020-04-10,696
2020-04-11,652
2020-04-12,697
2020-04-13,724
2020-04-14,712
2020-04-15,722
2020-04-16,729
2020-04-17,699
2020-04-18,673
2020-04-19,661
2020-04-20,635
2020-04-21,583
2020-04-22,555
2020-04-23,532
2020-04-24,486
2020-04-25,459
2020-04-26,467
2020-04-27,436
2020-04-28,414
2020-04-29,394
2020-04-30,393
2020-05-01,368
2020-05-02,344
2020-05-03,346
2020-05-04,323
2020-05-05,291
2020-05-06,276
2020-05-07,266
2020-05-08,260
2020-05-09,254
2020-05-10,261
2020-05-11,240
2020-05-12,228
2020-05-13,216
2020-05-14,211
2020-05-15,195
2020-05-16,194
2020-05-17,198
2020-05-18,181
2020-05-19,172
2020-05-20,169
2020-05-21,158
2020-05-22,151
2020-05-23,148
2020-05-24,147
2020-05-25,138
2020-05-26,131
2020-05-27,129
2020-05-28,128
2020-05-29,125
2020-05-30,130
2020-05-31,134
2020-06-01,138
2020-06-02,129
2020-06-03,127
2020-06-04,134
2020-06-05,127
2020-06-06,125
2020-06-07,131
2020-06-08,142
2020-06-09,137
2020-06-10,146
2020-06-11,142
2020-06-12,144
2020-06-13,142
2020-06-14,153
2020-06-15,163
2020-06-16,160
2020-06-17,165
2020-06-18,193
2020-06-19,200
2020-06-20,221
2020-06-21,253
2020-06-22,241
2020-06-23,228
2020-06-24,233
2020-06-25,228
2020-06-26,247
2020-06-27,251
2020-06-28,278
2020-06-29,282
2020-06-30,300
2020-07-01,341
2020-07-02,350
2020-07-03,365
2020-07-04,380
2020-07-05,431
2020-07-06,459
2020-07-07,479
2020-07-08,503
2020-07-09,559
2020-07-10,569
2020-07-11,574
2020-07-12,650
2020-07-13,663
2020-07-14,654
2020-07-15,691
2020-07-16,704
2020-07-17,720
2020-07-18,722
2020-07-19,839
2020-07-20,843
2020-07-21,822
2020-07-22,815
2020-07-23,843
2020-07-24,828
2020-07-25,830
2020-07-26,906
2020-07-27,928
2020-07-28,917
2020-07-29,916
2020-07-30,885
2020-07-31,882
2020-08-01,888
2020-08-02,962
2020-08-03,953
2020-08-04,913
2020-08-05,919
2020-08-06,911
2020-08-07,906
2020-08-08,922
2020-08-09,1018
2020-08-10,960
2020-08-11,930
2020-08-12,904
2020-08-13,912
2020-08-14,908
2020-08-15,936
2020-08-16,1013
2020-08-17,964
