dates,count_medicalconditionincident_covid_19_patientinicu
2021-01-10,63
2021-01-17,64
2021-01-24,102
2021-01-31,110
2021-02-07,105
2021-02-14,92
2021-02-21,94
2021-02-28,90
2021-03-07,79
2021-03-14,90
2021-03-21,81
2021-03-28,80
2021-04-04,92
2021-04-11,79
2021-04-18,96
2021-04-25,88
2021-05-02,89
2021-05-09,92
2021-05-16,92
2021-05-23,95
2021-05-30,85
2021-06-06,68
2021-06-13,74
2021-06-20,42
2021-06-27,39
2021-07-04,36
2021-07-11,18
2021-07-18,10
2021-07-25,10
2021-08-01,6
2021-08-08,9
2021-08-15,14
2021-08-22,13
2021-08-29,12
2021-09-05,20
2021-09-12,30
2021-09-19,28
2021-09-26,53
2021-10-03,71
2021-10-10,89
2021-10-17,131
2021-10-24,169
2021-10-31,200
2021-11-07,238
2021-11-14,232
2021-11-21,214
2021-11-28,179
2021-12-05,147
2021-12-12,107
2021-12-19,97
2021-12-26,80
2022-01-02,80
2022-01-09,78
2022-01-16,93
2022-01-23,90
2022-01-30,90
2022-02-06,92
2022-02-13,89
2022-02-20,90
2022-02-27,115
2022-03-06,97
2022-03-13,80
2022-03-20,65
2022-03-27,56
2022-04-03,42
2022-04-10,44
2022-04-17,26
2022-04-24,24
2022-05-01,30
2022-05-08,11
2022-05-15,5
2022-05-22,3
2022-05-29,5
2022-06-05,4
2022-06-12,3
2022-06-19,2
2022-06-26,1
2022-07-03,5
2022-07-10,3
2022-07-17,4
2022-07-24,4
2022-07-31,7
2022-08-07,4
2022-08-14,4
2022-08-21,5
2022-08-28,7
2022-09-04,6
2022-09-11,4
2022-09-18,1
2022-09-25,3
2022-10-02,4
2022-10-09,5
2022-10-16,5
2022-10-23,5
2022-10-30,5
2022-11-06,6
2022-11-13,6
2022-11-20,7
2022-11-27,6
2022-12-04,8
2022-12-11,4
2022-12-18,7
2022-12-25,11
2023-01-01,9
2023-01-08,6
2023-01-15,7
2023-01-22,4
2023-01-29,7
2023-02-05,4
2023-02-12,3
2023-02-19,2
2023-02-26,5
2023-03-05,3
2023-03-12,4
2023-03-19,5
2023-03-26,4
2023-04-02,4
