dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,4
2020-02-16,5
2020-02-17,-1
2020-02-18,2
2020-02-19,-1
2020-02-20,2
2020-02-21,1
2020-02-22,-3
2020-02-23,7
2020-02-24,0
2020-02-25,0
2020-02-26,2
2020-02-27,0
2020-02-28,2
2020-02-29,4
2020-03-01,8
2020-03-02,0
2020-03-03,2
2020-03-04,-1
2020-03-05,4
2020-03-06,7
2020-03-07,11
2020-03-08,31
2020-03-09,2
2020-03-10,5
2020-03-11,3
2020-03-12,14
2020-03-13,12
2020-03-14,1
2020-03-15,12
2020-03-16,-7
2020-03-17,-5
2020-03-18,-13
2020-03-19,-11
2020-03-20,-14
2020-03-21,-13
2020-03-22,-9
2020-03-23,-17
2020-03-24,-15
2020-03-25,-13
2020-03-26,-14
2020-03-27,-11
2020-03-28,-10
2020-03-29,-22
2020-03-30,-22
2020-03-31,-19
2020-04-01,-22
2020-04-02,-24
2020-04-03,-19
2020-04-04,-15
2020-04-05,-6
2020-04-06,-14
2020-04-07,-7
2020-04-08,-8
2020-04-09,0
2020-04-10,-11
2020-04-11,-6
2020-04-12,-20
2020-04-13,-33
2020-04-14,-18
2020-04-15,-14
2020-04-16,-15
2020-04-17,-9
2020-04-18,-10
2020-04-19,-10
2020-04-20,-17
2020-04-21,-12
2020-04-22,-11
2020-04-23,-12
2020-04-24,-10
2020-04-25,-8
2020-04-26,-7
2020-04-27,-13
2020-04-28,-11
2020-04-29,-10
2020-04-30,1
2020-05-01,-15
2020-05-02,-16
2020-05-03,-1
2020-05-04,-17
2020-05-05,-7
2020-05-06,-3
2020-05-07,-3
2020-05-08,2
2020-05-09,8
2020-05-10,20
2020-05-11,-10
2020-05-12,-1
2020-05-13,-4
2020-05-14,-3
2020-05-15,-1
2020-05-16,-3
2020-05-17,1
2020-05-18,-2
2020-05-19,-1
2020-05-20,-1
2020-05-21,-2
2020-05-22,4
2020-05-23,5
2020-05-24,2
2020-05-25,-1
2020-05-26,6
2020-05-27,4
2020-05-28,5
2020-05-29,8
2020-05-30,6
2020-05-31,13
2020-06-01,2
2020-06-02,5
2020-06-03,4
2020-06-04,7
2020-06-05,10
2020-06-06,8
2020-06-07,10
2020-06-08,2
2020-06-09,8
2020-06-10,10
2020-06-11,8
2020-06-12,10
2020-06-13,16
2020-06-14,14
2020-06-15,7
2020-06-16,15
2020-06-17,16
2020-06-18,14
2020-06-19,15
2020-06-20,16
2020-06-21,28
2020-06-22,32
2020-06-23,16
2020-06-24,-30
2020-06-25,10
2020-06-26,9
2020-06-27,10
2020-06-28,18
2020-06-29,11
2020-06-30,10
2020-07-01,10
2020-07-02,10
2020-07-03,10
2020-07-04,10
2020-07-05,13
2020-07-06,12
2020-07-07,15
2020-07-08,11
2020-07-09,13
2020-07-10,12
2020-07-11,12
2020-07-12,18
2020-07-13,13
2020-07-14,16
2020-07-15,16
2020-07-16,17
2020-07-17,15
2020-07-18,15
2020-07-19,22
2020-07-20,15
2020-07-21,14
2020-07-22,13
2020-07-23,11
2020-07-24,10
2020-07-25,11
2020-07-26,22
2020-07-27,12
2020-07-28,13
2020-07-29,11
2020-07-30,8
2020-07-31,10
2020-08-01,11
2020-08-02,19
2020-08-03,10
2020-08-04,10
2020-08-05,15
2020-08-06,15
2020-08-07,15
2020-08-08,14
2020-08-09,23
2020-08-10,16
2020-08-11,15
2020-08-12,14
2020-08-13,12
2020-08-14,14
2020-08-15,15
2020-08-16,23
2020-08-17,14
2020-08-18,15
2020-08-19,12
2020-08-20,12
2020-08-21,11
2020-08-22,7
2020-08-23,14
2020-08-24,7
2020-08-25,8
2020-08-26,9
2020-08-27,9
2020-08-28,9
2020-08-29,3
2020-08-30,14
2020-08-31,12
2020-09-01,18
2020-09-02,6
2020-09-03,8
2020-09-04,9
2020-09-05,3
2020-09-06,11
2020-09-07,6
2020-09-08,3
2020-09-09,3
2020-09-10,9
2020-09-11,10
2020-09-12,5
2020-09-13,10
2020-09-14,3
2020-09-15,6
2020-09-16,3
2020-09-17,-1
2020-09-18,8
2020-09-19,3
2020-09-20,9
2020-09-21,1
2020-09-22,3
2020-09-23,0
2020-09-24,4
2020-09-25,5
2020-09-26,3
2020-09-27,10
2020-09-28,-3
2020-09-29,1
2020-09-30,2
2020-10-01,6
2020-10-02,6
2020-10-03,1
2020-10-04,5
2020-10-05,-2
2020-10-06,2
2020-10-07,1
2020-10-08,6
2020-10-09,5
2020-10-10,3
2020-10-11,5
2020-10-12,-2
2020-10-13,3
2020-10-14,-11
